"species","family","class","included_in_analysis"
"Bolitoglossa_engelhardti","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_epimela","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_equatoriana","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_flavimembris","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_flaviventris","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_franklini","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_gomezi","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_gracilis","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_guaramacalensis","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_hartwegi","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_heiroreias","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_helmrichi","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_hermosa","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_hiemalis","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_hypacra","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_indio","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_insularis","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_jacksoni","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_lignicolor","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_lincolni","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_longissima","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_lozanoi","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_macrinii","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_magnifica","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_marmorea","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_medemi","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_meliana","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_mexicana","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_minutula","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_mombachoensis","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_morio","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_mulleri","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_nicefori","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_nigrescens","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_oaxacensis","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_obscura","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_occidentalis","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_odonnelli","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_oresbia","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_orestes","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_palmata","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_pandi","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_paraensis","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_peruviana","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_pesrubra","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_phalarosoma","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_platydactyla","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_porrasorum","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_ramosi","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_riletti","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_robusta","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_rostrata","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_rufescens","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_salvinii","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_savagei","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_schizodactyla","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_silverstonei","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_sima","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_sombra","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_sooyorum","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_striatula","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_stuarti","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_subpalmata","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_suchitanensis","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_synoria","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_tatamae","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_taylori","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_tica","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_vallecula","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_veracrucis","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_walkeri","Plethodontidae","Amphibia",FALSE
"Bolitoglossa_yucatana","Plethodontidae","Amphibia",TRUE
"Bolitoglossa_zapoteca","Plethodontidae","Amphibia",FALSE
"Brachycephalus_alipioi","Brachycephalidae","Amphibia",TRUE
"Brachycephalus_brunneus","Brachycephalidae","Amphibia",FALSE
"Brachycephalus_didactylus","Brachycephalidae","Amphibia",TRUE
"Brachycephalus_ephippium","Brachycephalidae","Amphibia",TRUE
"Brachycephalus_ferruginus","Brachycephalidae","Amphibia",TRUE
"Brachycephalus_hermogenesi","Brachycephalidae","Amphibia",TRUE
"Brachycephalus_izecksohni","Brachycephalidae","Amphibia",FALSE
"Brachycephalus_nodoterga","Brachycephalidae","Amphibia",TRUE
"Brachycephalus_pernix","Brachycephalidae","Amphibia",TRUE
"Brachycephalus_pombali","Brachycephalidae","Amphibia",TRUE
"Brachycephalus_vertebralis","Brachycephalidae","Amphibia",TRUE
"Bradytriton_silus","Plethodontidae","Amphibia",TRUE
"Brasilotyphlus_braziliensis","Caeciliidae","Amphibia",TRUE
"Bromeliohyla_bromeliacia","Hylidae","Amphibia",TRUE
"Bromeliohyla_dendroscarta","Hylidae","Amphibia",TRUE
"Bryophryne_bustamantei","Strabomantidae","Amphibia",TRUE
"Bryophryne_cophites","Strabomantidae","Amphibia",TRUE
"Bryophryne_gymnotis","Strabomantidae","Amphibia",TRUE
"Bryophryne_hanssaueri","Strabomantidae","Amphibia",TRUE
"Bryophryne_nubilosus","Strabomantidae","Amphibia",TRUE
"Bryophryne_zonalis","Strabomantidae","Amphibia",TRUE
"Caecilia_abitaguae","Caeciliidae","Amphibia",TRUE
"Caecilia_antioquiaensis","Caeciliidae","Amphibia",TRUE
"Caecilia_attenuata","Caeciliidae","Amphibia",TRUE
"Caecilia_bokermanni","Caeciliidae","Amphibia",TRUE
"Caecilia_caribea","Caeciliidae","Amphibia",TRUE
"Caecilia_corpulenta","Caeciliidae","Amphibia",TRUE
"Caecilia_crassisquama","Caeciliidae","Amphibia",TRUE
"Caecilia_degenerata","Caeciliidae","Amphibia",TRUE
"Caecilia_disossea","Caeciliidae","Amphibia",TRUE
"Caecilia_dunni","Caeciliidae","Amphibia",TRUE
"Caecilia_flavopunctata","Caeciliidae","Amphibia",TRUE
"Caecilia_gracilis","Caeciliidae","Amphibia",TRUE
"Caecilia_guntheri","Caeciliidae","Amphibia",TRUE
"Caecilia_inca","Caeciliidae","Amphibia",TRUE
"Caecilia_isthmica","Caeciliidae","Amphibia",TRUE
"Caecilia_leucocephala","Caeciliidae","Amphibia",TRUE
"Caecilia_marcusi","Caeciliidae","Amphibia",TRUE
"Caecilia_nigricans","Caeciliidae","Amphibia",TRUE
"Caecilia_occidentalis","Caeciliidae","Amphibia",TRUE
"Caecilia_orientalis","Caeciliidae","Amphibia",TRUE
"Caecilia_pachynema","Caeciliidae","Amphibia",TRUE
"Caecilia_perdita","Caeciliidae","Amphibia",TRUE
"Caecilia_pressula","Caeciliidae","Amphibia",TRUE
"Caecilia_subdermalis","Caeciliidae","Amphibia",TRUE
"Caecilia_subnigricans","Caeciliidae","Amphibia",TRUE
"Caecilia_tentaculata","Caeciliidae","Amphibia",TRUE
"Caecilia_tenuissima","Caeciliidae","Amphibia",TRUE
"Caecilia_thompsoni","Caeciliidae","Amphibia",TRUE
"Caecilia_volcani","Caeciliidae","Amphibia",TRUE
"Caecilita_iwokramae","Caeciliidae","Amphibia",TRUE
"Calyptocephalella_gayi","Calyptocephalellidae","Amphibia",FALSE
"Celsiella_revocata","Centrolenidae","Amphibia",FALSE
"Celsiella_vozmedianoi","Centrolenidae","Amphibia",TRUE
"Centrolene_acanthidiocephalum","Centrolenidae","Amphibia",FALSE
"Centrolene_altitudinale","Centrolenidae","Amphibia",FALSE
"Centrolene_antioquiense","Centrolenidae","Amphibia",TRUE
"Centrolene_azulae","Centrolenidae","Amphibia",TRUE
"Centrolene_bacatum","Centrolenidae","Amphibia",TRUE
"Centrolene_ballux","Centrolenidae","Amphibia",FALSE
"Centrolene_buckleyi","Centrolenidae","Amphibia",TRUE
"Centrolene_condor","Centrolenidae","Amphibia",TRUE
"Centrolene_daidaleum","Centrolenidae","Amphibia",TRUE
"Centrolene_durrellorum","Centrolenidae","Amphibia",TRUE
"Centrolene_geckoideum","Centrolenidae","Amphibia",TRUE
"Centrolene_gemmatum","Centrolenidae","Amphibia",FALSE
"Centrolene_guanacarum","Centrolenidae","Amphibia",TRUE
"Centrolene_heloderma","Centrolenidae","Amphibia",FALSE
"Centrolene_hesperium","Centrolenidae","Amphibia",FALSE
"Centrolene_huilense","Centrolenidae","Amphibia",TRUE
"Centrolene_hybrida","Centrolenidae","Amphibia",TRUE
"Centrolene_lemniscatum","Centrolenidae","Amphibia",FALSE
"Centrolene_lynchi","Centrolenidae","Amphibia",TRUE
"Centrolene_medemi","Centrolenidae","Amphibia",FALSE
"Centrolene_muelleri","Centrolenidae","Amphibia",FALSE
"Centrolene_notostictum","Centrolenidae","Amphibia",TRUE
"Centrolene_paezorum","Centrolenidae","Amphibia",FALSE
"Centrolene_peristictum","Centrolenidae","Amphibia",TRUE
"Centrolene_petrophilum","Centrolenidae","Amphibia",TRUE
"Centrolene_pipilatum","Centrolenidae","Amphibia",TRUE
"Centrolene_quindianum","Centrolenidae","Amphibia",TRUE
"Centrolene_robledoi","Centrolenidae","Amphibia",TRUE
"Centrolene_sanchezi","Centrolenidae","Amphibia",TRUE
"Centrolene_savagei","Centrolenidae","Amphibia",TRUE
"Centrolene_scirtetes","Centrolenidae","Amphibia",FALSE
"Centrolene_solitaria","Centrolenidae","Amphibia",TRUE
"Centrolene_venezuelense","Centrolenidae","Amphibia",FALSE
"Ceratophrys_aurita","Ceratophryidae","Amphibia",TRUE
"Ceratophrys_calcarata","Ceratophryidae","Amphibia",TRUE
"Ceratophrys_cornuta","Ceratophryidae","Amphibia",TRUE
"Ceratophrys_cranwelli","Ceratophryidae","Amphibia",TRUE
"Ceratophrys_joazeirensis","Ceratophryidae","Amphibia",TRUE
"Ceratophrys_ornata","Ceratophryidae","Amphibia",TRUE
"Ceratophrys_stolzmanni","Ceratophryidae","Amphibia",FALSE
"Ceratophrys_testudo","Ceratophryidae","Amphibia",FALSE
"Ceuthomantis_aracamuni","Ceuthomantidae","Amphibia",TRUE
"Ceuthomantis_cavernibardus","Ceuthomantidae","Amphibia",TRUE
"Ceuthomantis_duellmani","Ceuthomantidae","Amphibia",FALSE
"Chacophrys_pierottii","Ceratophryidae","Amphibia",TRUE
"Chaltenobatrachus_grandisonae","Batrachylidae","Amphibia",FALSE
"Charadrahyla_altipotens","Hylidae","Amphibia",TRUE
"Charadrahyla_chaneque","Hylidae","Amphibia",TRUE
"Charadrahyla_nephila","Hylidae","Amphibia",TRUE
"Charadrahyla_taeniopus","Hylidae","Amphibia",TRUE
"Charadrahyla_trux","Hylidae","Amphibia",TRUE
"Chiasmocleis_albopunctata","Microhylidae","Amphibia",TRUE
"Chiasmocleis_anatipes","Microhylidae","Amphibia",TRUE
"Chiasmocleis_antenori","Microhylidae","Amphibia",FALSE
"Chiasmocleis_atlantica","Microhylidae","Amphibia",TRUE
"Chiasmocleis_avilapiresae","Microhylidae","Amphibia",TRUE
"Chiasmocleis_bassleri","Microhylidae","Amphibia",FALSE
"Chiasmocleis_capixaba","Microhylidae","Amphibia",TRUE
"Chiasmocleis_carvalhoi","Microhylidae","Amphibia",TRUE
"Chiasmocleis_centralis","Microhylidae","Amphibia",TRUE
"Chiasmocleis_cordeiroi","Microhylidae","Amphibia",TRUE
"Chiasmocleis_crucis","Microhylidae","Amphibia",TRUE
"Chiasmocleis_devriesi","Microhylidae","Amphibia",TRUE
"Chiasmocleis_gnoma","Microhylidae","Amphibia",FALSE
"Chiasmocleis_hudsoni","Microhylidae","Amphibia",TRUE
"Chiasmocleis_jimi","Microhylidae","Amphibia",FALSE
"Chiasmocleis_leucosticta","Microhylidae","Amphibia",TRUE
"Chiasmocleis_magnova","Microhylidae","Amphibia",FALSE
"Chiasmocleis_mantiqueira","Microhylidae","Amphibia",TRUE
"Chiasmocleis_mehelyi","Microhylidae","Amphibia",TRUE
"Chiasmocleis_sapiranga","Microhylidae","Amphibia",TRUE
"Chiasmocleis_schubarti","Microhylidae","Amphibia",TRUE
"Chiasmocleis_shudikarensis","Microhylidae","Amphibia",TRUE
"Chiasmocleis_tridactyla","Microhylidae","Amphibia",FALSE
"Chiasmocleis_ventrimaculata","Microhylidae","Amphibia",TRUE
"Chiropterotriton_arboreus","Plethodontidae","Amphibia",TRUE
"Chiropterotriton_chiropterus","Plethodontidae","Amphibia",TRUE
"Chiropterotriton_chondrostega","Plethodontidae","Amphibia",FALSE
"Chiropterotriton_cracens","Plethodontidae","Amphibia",TRUE
"Chiropterotriton_dimidiatus","Plethodontidae","Amphibia",TRUE
"Chiropterotriton_lavae","Plethodontidae","Amphibia",TRUE
"Chiropterotriton_magnipes","Plethodontidae","Amphibia",TRUE
"Chiropterotriton_mosaueri","Plethodontidae","Amphibia",TRUE
"Chiropterotriton_multidentatus","Plethodontidae","Amphibia",TRUE
"Chiropterotriton_orculus","Plethodontidae","Amphibia",TRUE
"Chiropterotriton_priscus","Plethodontidae","Amphibia",TRUE
"Chiropterotriton_terrestris","Plethodontidae","Amphibia",TRUE
"Chthonerpeton_arii","Caeciliidae","Amphibia",TRUE
"Chthonerpeton_indistinctum","Caeciliidae","Amphibia",TRUE
"Chthonerpeton_noctinectes","Caeciliidae","Amphibia",FALSE
"Chthonerpeton_onorei","Caeciliidae","Amphibia",TRUE
"Chthonerpeton_viviparum","Caeciliidae","Amphibia",TRUE
"Cochranella_adenocheira","Centrolenidae","Amphibia",TRUE
"Cochranella_balionota","Centrolenidae","Amphibia",TRUE
"Cochranella_croceopodes","Centrolenidae","Amphibia",TRUE
"Cochranella_duidaeana","Centrolenidae","Amphibia",FALSE
"Cochranella_euhystrix","Centrolenidae","Amphibia",FALSE
"Cochranella_euknemos","Centrolenidae","Amphibia",TRUE
"Cochranella_geijskesi","Centrolenidae","Amphibia",FALSE
"Cochranella_granulosa","Centrolenidae","Amphibia",TRUE
"Cochranella_litoralis","Centrolenidae","Amphibia",FALSE
"Cochranella_mache","Centrolenidae","Amphibia",TRUE
"Cochranella_nola","Centrolenidae","Amphibia",TRUE
"Cochranella_phryxa","Centrolenidae","Amphibia",TRUE
"Cochranella_ramirezi","Centrolenidae","Amphibia",TRUE
"Cochranella_resplendens","Centrolenidae","Amphibia",TRUE
"Cochranella_riveroi","Centrolenidae","Amphibia",FALSE
"Cochranella_xanthocheridia","Centrolenidae","Amphibia",TRUE
"Colostethus_agilis","Dendrobatidae","Amphibia",TRUE
"Colostethus_alacris","Dendrobatidae","Amphibia",TRUE
"Colostethus_argyrogaster","Dendrobatidae","Amphibia",TRUE
"Colostethus_brachistriatus","Dendrobatidae","Amphibia",TRUE
"Colostethus_dysprosium","Dendrobatidae","Amphibia",TRUE
"Colostethus_fraterdanieli","Dendrobatidae","Amphibia",TRUE
"Colostethus_fugax","Dendrobatidae","Amphibia",TRUE
"Colostethus_furviventris","Dendrobatidae","Amphibia",TRUE
"Colostethus_imbricolus","Dendrobatidae","Amphibia",TRUE
"Colostethus_inguinalis","Dendrobatidae","Amphibia",TRUE
"Colostethus_jacobuspetersi","Dendrobatidae","Amphibia",TRUE
"Colostethus_latinasus","Dendrobatidae","Amphibia",TRUE
"Colostethus_lynchi","Dendrobatidae","Amphibia",TRUE
"Colostethus_mertensi","Dendrobatidae","Amphibia",FALSE
"Colostethus_panamansis","Dendrobatidae","Amphibia",TRUE
"Colostethus_poecilonotus","Dendrobatidae","Amphibia",TRUE
"Colostethus_pratti","Dendrobatidae","Amphibia",TRUE
"Colostethus_ramirezi","Dendrobatidae","Amphibia",TRUE
"Colostethus_ruthveni","Dendrobatidae","Amphibia",TRUE
"Colostethus_thorntoni","Dendrobatidae","Amphibia",FALSE
"Colostethus_ucumari","Dendrobatidae","Amphibia",TRUE
"Colostethus_yaguara","Dendrobatidae","Amphibia",FALSE
"Corythomantis_greeningi","Hylidae","Amphibia",TRUE
"Craugastor_adamastus","Craugastoridae","Amphibia",FALSE
"Craugastor_alfredi","Craugastoridae","Amphibia",TRUE
"Craugastor_amniscola","Craugastoridae","Amphibia",FALSE
"Craugastor_anciano","Craugastoridae","Amphibia",TRUE
"Craugastor_andi","Craugastoridae","Amphibia",TRUE
"Craugastor_angelicus","Craugastoridae","Amphibia",TRUE
"Craugastor_aphanus","Craugastoridae","Amphibia",TRUE
"Craugastor_augusti","Craugastoridae","Amphibia",TRUE
"Craugastor_aurilegulus","Craugastoridae","Amphibia",TRUE
"Craugastor_azueroensis","Craugastoridae","Amphibia",TRUE
"Craugastor_batrachylus","Craugastoridae","Amphibia",FALSE
"Craugastor_berkenbuschii","Craugastoridae","Amphibia",FALSE
"Craugastor_bocourti","Craugastoridae","Amphibia",FALSE
"Craugastor_bransfordii","Craugastoridae","Amphibia",TRUE
"Craugastor_brocchi","Craugastoridae","Amphibia",TRUE
"Craugastor_campbelli","Craugastoridae","Amphibia",TRUE
"Craugastor_catalinae","Craugastoridae","Amphibia",FALSE
"Craugastor_chac","Craugastoridae","Amphibia",TRUE
"Craugastor_charadra","Craugastoridae","Amphibia",TRUE
"Craugastor_chingopetaca","Craugastoridae","Amphibia",FALSE
"Craugastor_chrysozetetes","Craugastoridae","Amphibia",FALSE
"Craugastor_coffeus","Craugastoridae","Amphibia",TRUE
"Craugastor_crassidigitus","Craugastoridae","Amphibia",TRUE
"Craugastor_cruzi","Craugastoridae","Amphibia",TRUE
"Craugastor_cuaquero","Craugastoridae","Amphibia",TRUE
"Craugastor_cyanochthebius","Craugastoridae","Amphibia",TRUE
"Craugastor_daryi","Craugastoridae","Amphibia",FALSE
"Craugastor_decoratus","Craugastoridae","Amphibia",FALSE
"Craugastor_emcelae","Craugastoridae","Amphibia",TRUE
"Craugastor_emleni","Craugastoridae","Amphibia",TRUE
"Craugastor_epochthidius","Craugastoridae","Amphibia",TRUE
"Craugastor_escoces","Craugastoridae","Amphibia",FALSE
"Craugastor_fecundus","Craugastoridae","Amphibia",TRUE
"Craugastor_fitzingeri","Craugastoridae","Amphibia",TRUE
"Craugastor_fleischmanni","Craugastoridae","Amphibia",TRUE
"Craugastor_glaucus","Craugastoridae","Amphibia",FALSE
"Craugastor_gollmeri","Craugastoridae","Amphibia",TRUE
"Craugastor_greggi","Craugastoridae","Amphibia",FALSE
"Craugastor_guerreroensis","Craugastoridae","Amphibia",FALSE
"Craugastor_gulosus","Craugastoridae","Amphibia",TRUE
"Craugastor_hobartsmithi","Craugastoridae","Amphibia",FALSE
"Craugastor_inachus","Craugastoridae","Amphibia",FALSE
"Craugastor_jota","Craugastoridae","Amphibia",FALSE
"Craugastor_laevissimus","Craugastoridae","Amphibia",TRUE
"Craugastor_laticeps","Craugastoridae","Amphibia",TRUE
"Craugastor_lauraster","Craugastoridae","Amphibia",TRUE
"Craugastor_lineatus","Craugastoridae","Amphibia",FALSE
"Craugastor_loki","Craugastoridae","Amphibia",TRUE
"Craugastor_longirostris","Craugastoridae","Amphibia",TRUE
"Craugastor_matudai","Craugastoridae","Amphibia",TRUE
"Craugastor_megacephalus","Craugastoridae","Amphibia",TRUE
"Craugastor_megalotympanum","Craugastoridae","Amphibia",FALSE
"Craugastor_melanostictus","Craugastoridae","Amphibia",TRUE
"Craugastor_merendonensis","Craugastoridae","Amphibia",TRUE
"Craugastor_mexicanus","Craugastoridae","Amphibia",FALSE
"Craugastor_milesi","Craugastoridae","Amphibia",TRUE
"Craugastor_mimus","Craugastoridae","Amphibia",TRUE
"Craugastor_monnichorum","Craugastoridae","Amphibia",FALSE
"Craugastor_montanus","Craugastoridae","Amphibia",FALSE
"Craugastor_myllomyllon","Craugastoridae","Amphibia",TRUE
"Craugastor_nefrens","Craugastoridae","Amphibia",TRUE
"Craugastor_noblei","Craugastoridae","Amphibia",TRUE
"Craugastor_obesus","Craugastoridae","Amphibia",TRUE
"Craugastor_occidentalis","Craugastoridae","Amphibia",TRUE
"Craugastor_olanchano","Craugastoridae","Amphibia",TRUE
"Craugastor_omiltemanus","Craugastoridae","Amphibia",FALSE
"Craugastor_omoaensis","Craugastoridae","Amphibia",TRUE
"Craugastor_opimus","Craugastoridae","Amphibia",TRUE
"Craugastor_palenque","Craugastoridae","Amphibia",FALSE
"Craugastor_pechorum","Craugastoridae","Amphibia",TRUE
"Craugastor_pelorus","Craugastoridae","Amphibia",TRUE
"Craugastor_persimilis","Craugastoridae","Amphibia",TRUE
"Craugastor_phasma","Craugastoridae","Amphibia",TRUE
"Craugastor_podiciferus","Craugastoridae","Amphibia",TRUE
"Craugastor_polymniae","Craugastoridae","Amphibia",FALSE
"Craugastor_polyptychus","Craugastoridae","Amphibia",TRUE
"Craugastor_pozo","Craugastoridae","Amphibia",FALSE
"Craugastor_psephosypharus","Craugastoridae","Amphibia",TRUE
"Craugastor_punctariolus","Craugastoridae","Amphibia",TRUE
"Craugastor_pygmaeus","Craugastoridae","Amphibia",FALSE
"Craugastor_raniformis","Craugastoridae","Amphibia",FALSE
"Craugastor_ranoides","Craugastoridae","Amphibia",TRUE
"Craugastor_rayo","Craugastoridae","Amphibia",TRUE
"Craugastor_rhodopis","Craugastoridae","Amphibia",TRUE
"Craugastor_rhyacobatrachus","Craugastoridae","Amphibia",TRUE
"Craugastor_rivulus","Craugastoridae","Amphibia",FALSE
"Craugastor_rostralis","Craugastoridae","Amphibia",TRUE
"Craugastor_rugosus","Craugastoridae","Amphibia",TRUE
"Craugastor_rugulosus","Craugastoridae","Amphibia",TRUE
"Craugastor_rupinius","Craugastoridae","Amphibia",FALSE
"Craugastor_sabrinus","Craugastoridae","Amphibia",FALSE
"Craugastor_saltuarius","Craugastoridae","Amphibia",TRUE
"Craugastor_sandersoni","Craugastoridae","Amphibia",TRUE
"Craugastor_silvicola","Craugastoridae","Amphibia",FALSE
"Craugastor_spatulatus","Craugastoridae","Amphibia",FALSE
"Craugastor_stadelmani","Craugastoridae","Amphibia",TRUE
"Craugastor_stejnegerianus","Craugastoridae","Amphibia",TRUE
"Craugastor_stuarti","Craugastoridae","Amphibia",FALSE
"Craugastor_tabasarae","Craugastoridae","Amphibia",FALSE
"Craugastor_talamancae","Craugastoridae","Amphibia",TRUE
"Craugastor_tarahumaraensis","Craugastoridae","Amphibia",FALSE
"Craugastor_taurus","Craugastoridae","Amphibia",TRUE
"Craugastor_taylori","Craugastoridae","Amphibia",FALSE
"Craugastor_trachydermus","Craugastoridae","Amphibia",FALSE
"Craugastor_underwoodi","Craugastoridae","Amphibia",TRUE
"Craugastor_uno","Craugastoridae","Amphibia",FALSE
"Craugastor_vocalis","Craugastoridae","Amphibia",TRUE
"Craugastor_vulcani","Craugastoridae","Amphibia",FALSE
"Craugastor_xucanebi","Craugastoridae","Amphibia",FALSE
"Craugastor_yucatanensis","Craugastoridae","Amphibia",TRUE
"Crossodactylodes_bokermanni","Cycloramphidae","Amphibia",TRUE
"Crossodactylodes_izecksohni","Cycloramphidae","Amphibia",FALSE
"Crossodactylodes_pintoi","Cycloramphidae","Amphibia",TRUE
"Crossodactylus_aeneus","Hylodidae","Amphibia",TRUE
"Crossodactylus_bokermanni","Hylodidae","Amphibia",TRUE
"Crossodactylus_caramaschii","Hylodidae","Amphibia",TRUE
"Crossodactylus_cyclospinus","Hylodidae","Amphibia",TRUE
"Crossodactylus_dantei","Hylodidae","Amphibia",TRUE
"Crossodactylus_dispar","Hylodidae","Amphibia",TRUE
"Crossodactylus_gaudichaudii","Hylodidae","Amphibia",TRUE
"Crossodactylus_grandis","Hylodidae","Amphibia",TRUE
"Crossodactylus_lutzorum","Hylodidae","Amphibia",TRUE
"Crossodactylus_schmidti","Hylodidae","Amphibia",TRUE
"Crossodactylus_trachystomus","Hylodidae","Amphibia",TRUE
"Cruziohyla_calcarifer","Hylidae","Amphibia",TRUE
"Cruziohyla_craspedopus","Hylidae","Amphibia",TRUE
"Cryptobatrachus_boulengeri","Hemiphractidae","Amphibia",TRUE
"Cryptobatrachus_fuhrmanni","Hemiphractidae","Amphibia",TRUE
